id,notice_en,period_en,location_en,details_en,notice_fr,period_fr,location_fr,details_fr,dt_start,dt_end,person_candidates
1531833640629,"1531833640629 Updated Notice of half-masting: Death of Ray Frenette, former Premier of New Brunswick","Masting period: From July 13 until sunset on July 19, 2018.",Masting location(s): The flags on all Government of Canada buildings and establishments throughout the province of New Brunswick.,"Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 1. RULE #10) ,","1531833640629 À jour Avis de mise en berne : Décès de Ray Frenette , ancien premier ministre du Nouveau-Brunswick",Période de mise en berne : Dès le 13 juillet jusqu’au crépuscule le 19 juillet 2018.,Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada à travers la province du Nouveau-Brunswick.,"Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 1. REGLE #10) ,",2018-07-13,2018-07-19,"[('Avis de', 1), ('Période', 1), ('Dès le 13', 1), ('Les', 1)]"
1532456723364,"1532456723364 Updated Notice of half-masting: In memory of the victims of the tragic events that took place in Toronto, Ontario on July 22, 2018.","Masting period: From July 24, 2018 until until sunset on Monday July 30, 2018","Masting location(s): Flags on all Government of Canada buildings and establishments in the City of Toronto, Ontario",Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 1 para 10),"1532456723364 À jour Avis de mise en berne : En mémoire des victimes des événements tragiques survenus à Toronto, le 22 juillet 2018",Période de mise en berne : Du 24 juillet 2018 jusqu'au crépuscule le lundi 30 juillet 2018,Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville de Toronto,Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 1 para 10),2018-07-24,2018-07-30,"[('Avis de', 1), ('Période', 1), ('Les', 1), ('la ville de Toronto', 1)]"
1534167600127,"1534167600127 Notice of half-masting: IN MEMORY OF THE VICTIMS OF THE TRAGIC EVENTS IN FREDERICTON, NB, ON AUGUST 10, 2018","Masting period: From August 14 until sunset on August 18, 2018.",Masting location(s): The flags on all Government of Canada buildings and establishments throughout the province of New Brunswick.,Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 10),"1534167600127 Avis de mise en berne : EN MÉMOIRE DES VICTIMES DES ÉVÉNEMENTS TRAGIQUES SURVENUS À FREDERICTON, NB, LE 10 AOÛT 2018",Période de mise en berne : Dès le 14 août jusqu’au crépuscule le 18 août 2018.,Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada à travers la province du Nouveau-Brunswick.,Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 10),2018-08-14,2018-08-18,"[('EN MÉMOIRE', 1), ('Période', 1), ('Dès le', 1), ('Les', 1)]"
1534367274393,"1534367274393 Updated Notice of half-masting: to mark the tragic events that took place in Fredericton, New Brunswick, on August 10, 2018.","Masting period: from now until sunset on August 18, 2018",Masting location(s): Flags on all RCMP buildings and establishments across Canada,"Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 10 & 16) , the flags on all Government of Canada buildings and establishments in the Province of New Brunswick will be flown at half-mast from now until sunset on August 18, 2018, to mark the tragic events that took place in Fredericton, New Brunswick, on August 10, 2018. In addition, flags on all RCMP buildings and establishments across Canada, will be flown at half-mast from now until sunset on August 18, 2018 , to mark the tragic events that took place in Fredericton, New Brunswick, on August 10, 2018.","1534367274393 À jour Avis de mise en berne : afin de souligner les événements tragiques survenus à Fredericton, Nouveau-Brunswick, le 10 août 2018.",Période de mise en berne : dès maintenant jusqu'au crépuscule le 18 août 2018,Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements de la GRC partout au pays,"Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 10 & 16) , les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la province du Nouveau-Brunswick, flotteront en berne dès maintenant jusqu’au crépuscule le 18 août 2018 afin de souligner les événements tragiques survenus à Fredericton, Nouveau-Brunswick, le 10 août 2018. De plus, les drapeaux sur tous les édifices et établissements de la GRC partout au pays, flotteront en berne dès maintenant jusqu'au crépuscule le 18 août 2018 , afin de souligner les événements tragiques survenus à Fredericton, Nouveau-Brunswick, le 10 août 2018.",2018-08-18,2018-08-18,"[('de la GRC', 2), ('Avis de', 1), ('afin de souligner', 1), ('Période', 1), ('Les', 1)]"
1535459468720,1535459468720 Notice of half-masting: FIREFIGHTERS’ NATIONAL MEMORIAL DAY,"Masting period: From sunrise to sunset on Sunday, September 9, 2018.","Masting location(s): The flags on all Government of Canada buildings and establishments across the country, including the Peace Tower in Ottawa.",Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 11),1535459468720 Avis de mise en berne : JOUR COMMÉMORATIF NATIONAL DES POMPIERS,"Période de mise en berne : De l'aube au crépuscule, le dimanche 9 septembre 2018.","Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la tour de la Paix à Ottawa.",Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 11).,2018-09-09,2018-09-09,"[('Période', 1), ('Les', 1), ('compris la', 1)]"
1535717873213,1535717873213 Updated Notice of half-masting: Death of the Honourable Alastair William Gillespie P.C. O.C.,"Masting period: From now until sunset on September 15, 2018.",Masting location(s): The flags on all Government of Canada buildings and establishments in the City of Toronto.,"Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 7) . Additionally, the flag on the Peace Tower will fly at half-mast from sunrise to sunset on September 15, 2018, the day of the service of the late Alastair William Gillespie.","1535717873213 À jour Avis de mise en berne : Décès de l’honorable Alastair William Gillespie, C.P., O.C.",Période de mise en berne : Dès maintenant jusqu’au crépuscule le 15 septembre 2018.,Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville de Toronto.,"Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (Section 7). De plus, le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule le 15 septembre 2018 le jour du service de feu Alastair William Gillespie.",2018-09-15,2018-09-15,"[('William Gillespie', 3), ('Alastair William Gillespie', 1), ('Avis de', 1), ('Période', 1), ('Les', 1), ('la ville de Toronto', 1)]"
1538049933156,1538049933156 Notice of half-masting: POLICE AND PEACE OFFICERS' NATIONAL MEMORIAL DAY,"Masting period: From sunrise to sunset on Sunday, September 30, 2018.","Masting location(s): The flags on all Government of Canada buildings and establishments across the country, including the Peace Tower in Ottawa.",Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 11).,1538049933156 Avis de mise en berne : JOUR COMMÉMORATIF NATIONAL DES POLICIERS ET DES AGENTS DE LA PAIX,"Période de mise en berne : De l'aube au crépuscule, le dimanche 30 septembre 2018.","Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la tour de la Paix à Ottawa.",Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 11).,2018-09-30,2018-09-30,"[('Période', 1), ('Les', 1), ('compris la', 1)]"
1538485533461,"1538485533461 Notice of half-masting: DEATH OF THE HONOURABLE PETER ADAMS, P.C.","Masting period: From now until sunset on October 13, 2018.","Masting location(s): The flags on all Government of Canada buildings and establishments in Peterborough, Ontario.","Additional details: Additionally, the flag on the Peace Tower will fly at half-mast from sunrise to sunset on October 13, 2018, the day of the memorial service of the late Peter Adams.",1538485533461 Avis de mise en berne : JOURNÉE NATIONALE DU SOUVENIR DES VICTIMES DE TERRORISME,Période de mise en berne : Dès maintenant jusqu’au crépuscule le 13 octobre 2018.,"Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville de Peterborough, Ontario.","Détails supplémentaires : De plus, le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule le 13 octobre 2018, le jour du service commémoratif de feu Peter Adams.",2018-10-13,2018-10-13,"[('Peter Adams', 2), ('Période', 1), ('Les', 1), ('la ville de Peterborough', 1)]"
1539605227287,"1539605227287 Updated Notice of half-masting: DEATH OF THE HONOURABLE DONALD MACDONALD, P.C., C.C.","Masting period: From now until sunset on Friday, October 19, 2018, the day of the funeral.","Masting location(s): The flags on all Government of Canada buildings and establishments in Toronto, Ontario.","Additional details: Additionally, the flag on the Peace Tower will fly at half-mast from sunrise to sunset on Friday, October 19, 2018, the day of the funeral of the late Donald Macdonald. As per the Rules for Half-masting the National Flag of Canada (Section 7)","1539605227287 À jour Avis de mise en berne : DÉCÈS DE L'HONORABLE DONALD MACDONALD, C.P., C.C.","Période de mise en berne : Dès maintenant jusqu’au crépuscule Vendredi 19 octobre 2018, le jour des funérailles.","Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville de Toronto, Ontario.","Détails supplémentaires : De plus, le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule Vendredi 19 octobre 2018, le jour des funérailles de feu Donald Macdonald. Selon les Règles pour la mise en berne du drapeau national du Canada (Section 7)",2018-10-19,2018-10-19,"[('DONALD MACDONALD', 2), ('Donald Macdonald', 2), ('Avis de', 1), ('Période', 1), ('Les', 1), ('la ville de Toronto', 1), ('Vendredi', 1)]"
1540812514462,1540812514462 Notice of half-masting: REMEMBRANCE DAY,"Masting period: From sunrise to sunset on Remembrance Day, Sunday, November 11, 2018.","Masting location(s): All Government of Canada buildings and establishments across the country, including the Peace Tower.","Additional details: When half-masting occurs at the National War Memorial or a place where remembrance is being observed, the half-masting can occur at 11:00 a.m. (or according to the prescribed order of service) until sunset.",1540812514462 Avis de mise en berne : JOUR DU SOUVENIR,"Période de mise en berne : De l'aube au crépuscule, le dimanche 11 novembre 2018, à l'occasion du jour du Souvenir.","Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la Tour de la Paix.","Détails supplémentaires : Lorsque la mise en berne a lieu au Monument commémoratif de guerre du Canada ou à un autre endroit où se déroule un service commémoratif, celle-ci peut avoir lieu à compter de 11 heures (ou selon l'ordre prescrit du service) jusqu'au crépuscule.",2018-11-11,2018-11-11,"[('Période', 1), ('compris la Tour de la Paix', 1)]"
1541709526505,1541709526505 Notice of half-masting: Death of Mr. Bernard Landry,Masting period: From now until sunset on the day of the funeral,Masting location(s): The flags on all Government of Canada buildings and establishments in the province of Quebec,Additional details: As per the Rules for Half-masting the National Flag of Canada (section 10),1541709526505 Avis de mise en berne : Décès de monsieur Bernard Landry,Période de mise en berne : Dès maintenant jusqu’au crépuscule le jour des funérailles,Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la province de Québec,Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 10),,,"[('Bernard Landry', 2), ('Période', 1), ('Les', 1)]"
1543496713639,1543496713639 Notice of half-masting: National Day of Remembrance and Action on Violence Against Women,"Masting period: From sunrise to sunset on Thursday, December 6, 2018.","Masting location(s): All Government of Canada buildings and establishments across the country, including the Peace Tower in Ottawa.",There are no additional details.,1543496713639 Avis de mise en berne : Journée nationale de commémoration et d'action contre la violence faite aux femmes,"Période de mise en berne : De l'aube au crépuscule, jeudi le 6 décembre 2018.","Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la Tour de la Paix à Ottawa.",Il n'y a pas de détails supplémentaires.,2018-12-06,2018-12-06,"[('Période', 1), ('jeudi le', 1), ('compris la Tour de la Paix à Ottawa', 1), (""Il n'y"", 1)]"
1543697652500,"1543697652500 Notice of half-masting: DEATH OF DEATH OF GEORGE H. W. BUSH, FORMER PRESIDENT OF THE UNITED STATES OF AMERICA","Masting period: From sunrise to sunset on Wednessday, December 5, 2018, the day of the funeral.","Masting location(s): The flags on all Government of Canada buildings and establishments, including the flag on the Peace Tower.","Additional details: In addition, flags at all Canadian missions located in the United States of America are to be flown at half-mast from sunrise to sunset on Wednesday, December 5, 2018.","1543697652500 Avis de mise en berne : DÉCÈS DE GEORGE H. W. BUSH, ANCIEN PRÉSIDENT DES ÉTATS-UNIS D'AMÉRIQUE.",Période de mise en berne : De l’aube jusqu’au crépuscule mercredi 5 décembre 2018 le jour des funérailles.,"Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada, y compris le drapeau sur la tour de la Paix.","Détails supplémentaires : De plus, les drapeaux de toutes les missions canadiennes situées aux États-Unis d'Amérique doivent être mis en berne de l’aube jusqu’au crépuscule mercredi 5 décembre 2018 .",2018-12-05,2018-12-05,"[('GEORGE H. W. BUSH', 1), ('Période', 1), ('Les', 1), ('compris le drapeau', 1)]"
1544630995658,1544630995658 Notice of half-masting: DEATH OF FORMER MEMBER OF PROVINCIAL PARLIAMENT JOHN SMITH.,"Masting period: Thursday, December 13, 2018.",Masting location(s): The flags on all Government of Canada buildings and establishments in the riding of Hamilton Mountain.,There are no additional details.,1544630995658 Avis de mise en berne : DÉCÈS DE L'ANCIEN DÉPUTÉ PROVINCIAL JOHN SMITH.,Période de mise en berne : Jeudi le 13 décembre 2018.,Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans le circonscription de Hamilton Mountain.,Il n'y a pas de détails supplémentaires.,2018-12-13,2018-12-13,"[('Période', 1), ('Les', 1), ('de Hamilton Mountain', 1), (""Il n'y"", 1)]"
1547216404408,"1547216404408 Updated Notice of half-masting: DEATH OF THE FORMER SENATOR THE HONOURABLE PIERRE DE BANÉ, P.C., Q.C.","Masting period: January 21, 2019","Masting location(s): The flags on all Government of Canada buildings and establishments in Ottawa, Ontario, are to be hoisted to the masthead.",Additional details: The flag on the Peace Tower will fly at half-mast from sunrise to sunset on the day of the memorial service which will be announced at a later date.,"1547216404408 À jour Avis de mise en berne : DÉCÈS DE L'ANCIEN SÉNATEUR L'HONORABLE PIERRE DE BANÉ, C.P., Q.C.",Période de mise en berne : 21 janvier 2019,"Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville d’Ottawa, Ontario, doivent être hissés jusqu'au haut du mât.",Détails supplémentaires : Le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule le jour du service commémoratif qui sera annoncé à une date ultérieure.,2019-01-21,2019-01-21,"[('Avis de', 1), ('Période', 1), ('Les', 1), ('la ville d’Ottawa', 1), ('Le', 1)]"
1547482766478,"1547482766478 Notice of half-masting: DEATH OF THE HONOURABLE JEAN-EUDES DUBÉ, P.C., Q.C.","Masting period: From now until sunset on January 20, 2019.","Masting location(s): All Government of Canada buildings and establishments in Ottawa, Ontario (excluding the Peace Tower).","Additional details: Additionally, the flag on the Peace Tower will fly at half-mast from sunrise to sunset on January 20, 2019, the day of the memorial service of the late Jean-Eudes Dubé.","1547482766478 Avis de mise en berne : DÉCÈS DE L'HONORABLE JEAN-EUDES DUBÉ, C.P., Q.C.",Période de mise en berne : Dès maintenant jusqu’au crépuscule le 20 janvier 2019.,"Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la ville d’Ottawa, Ontario (à l'exclusion de la tour de la Paix).","Détails supplémentaires : De plus, le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule le 20 janvier 2019, le jour du service commémoratif, de feu Jean-Eudes Dubé.",2019-01-20,2019-01-20,"[('Période', 1), ('la ville d’Ottawa', 1)]"
1549458400808,"1549458400808 Notice of half-masting: DEATH OF MR. MICHAEL FERGUSON, AUDITOR GENERAL OF CANADA","Masting period: From sunrise to sunset on Thursday, February 7, 2019.",Masting location(s): The Flag on the Peace Tower.,Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 16),"1549458400808 Avis de mise en berne : DÉCÈS DE M. MICHAEL FERGUSON, VÉRIFICATEUR GÉNÉRAL DU CANADA",Période de mise en berne : De l’aube jusqu’au crépuscule jeudi 7 février 2019.,Endroit(s) de la mise en berne : Le drapeau sur la tour de la Paix.,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (Section 16),2019-02-07,2019-02-07,"[('MICHAEL FERGUSON', 1), ('Période', 1)]"
1549889180255,"1549889180255 Notice of half-masting: DEATH OF THE HONOURABLE MICHAEL H. WILSON, P.C., C.C.","Masting period: From now until sunset on Saturday, February 16, 2019, the day of the memorial service.",Masting location(s): All Government of Canada buildings and establishments in the City of Toronto.,"Additional details: Additionally, the flag on the Peace Tower will fly at half-mast from sunrise to sunset on Saturday, February 16, 2019, the day of the memorial service of the late Michael H. Wilson.","1549889180255 Avis de mise en berne : DÉCÈS DE L'HONORABLE MICHAEL H. WILSON, C.P., C.C.","Période de mise en berne : Dès maintenant jusqu’au crépuscule samedi le 16 février 2019, le jour du service commémoratif.",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la ville de Toronto.,"Détails supplémentaires : De plus, le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule samedi le 16 février 2019, le jour du service commémoratif , de feu Michael H. Wilson.",2019-02-16,2019-02-16,"[('MICHAEL H. WILSON', 2), ('Michael H. Wilson', 2), ('Avis de', 1), ('Période', 1), ('la ville de Toronto', 1)]"
1550842615339,1550842615339 Notice of half-masting: DEATH OF FORMER MEMBER OF PARLIAMENT PAUL DEWAR.,"Masting period: From sunrise to sunset on Saturday, February 23, 2019.",Masting location(s): The Peace Tower.,Additional details: The day of memorial service of the late Paul Dewar.,1550842615339 Avis de mise en berne : DÉCÈS DE L'ANCIEN DÉPUTÉ PAUL DEWAR.,Période de mise en berne : De l’aube jusqu’au crépuscule samedi le 23 février 2019.,Endroit(s) de la mise en berne : La tour de la Paix.,Détails supplémentaires : Le jour du service commémoratif de feu Paul Dewar.,2019-02-23,2019-02-23,"[('Paul Dewar', 1), ('Période', 1), ('Le', 1)]"
1552062375612,"1552062375612 Notice of half-masting: HALF-MASTING: DEATH OF THE HONOURABLE GORDON FRANCIS OSBALDESTON, P.C., C.C.","Masting period: From now until sunset on March 13, 2019.","Masting location(s): All Government of Canada buildings and establishments in the City of London, Ontario.","Additional details: Additionally, the flag on the Peace Tower will fly at half-mast from sunrise to sunset on March 13, 2019, the day of the funeral of the late Gordon Francis Osbaldeston.","1552062375612 Avis de mise en berne : DÉCÈS DE L'HONORABLE GORDON FRANCIS OSBALDESTON, C.P., C.C.",Période de mise en berne : Dès maintenant jusqu’au crépuscule le 13 mars 2019.,"Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la ville de London, Ontario.","Détails supplémentaires : De plus, le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule le 13 mars 2019, le jour des funérailles, de feu Gordon Francis Osbaldeston.",2019-03-13,2019-03-13,"[('Gordon Francis Osbaldeston', 2), ('Période', 1), ('la ville de London', 1)]"
1552390616523,1552390616523 Notice of half-masting: IN MEMORY OF THE VICTIMS OF THE AIRCRAFT CRASH IN ETHIOPIA.,"Masting period: From sunrise to sunset on Tuesday, March 12, 2019.",Masting location(s): The Flag on the Peace Tower.,There are no additional details.,1552390616523 Avis de mise en berne : À LA MÉMOIRE DES VICTIMES DE L'ACCIDENT D'AVION EN ETHIOPIE.,"Période de mise en berne : De l’aube jusqu’au crépuscule mardi, 12 mars 2019.",Endroit(s) de la mise en berne : Le drapeau sur la tour de la Paix.,Il n'y a pas de détails supplémentaires.,2019-03-12,2019-03-12,"[('Période', 1), (""Il n'y"", 1)]"
1552659954816,1552659954816 Notice of half-masting: IN MEMORY OF THE VICTIMS OF THE SHOOTINGS IN NEW ZEALAND.,"Masting period: From now to sunset on Friday, March 15, 2019.",Masting location(s): The Peace Tower,There are no additional details.,1552659954816 Avis de mise en berne : À LA MÉMOIRE DES VICTIMES DES FUSILLADES EN NOUVELLE-ZÉLANDE.,"Période de mise en berne : Dès maintenant jusqu’au crépuscule vendredi, 15 mars 2019.",Endroit(s) de la mise en berne : La tour de la Paix,Il n'y a pas de détails supplémentaires.,2019-03-15,2019-03-15,"[('Période', 1), (""Il n'y"", 1)]"
1554808256586,1554808256586 Notice of half-masting: VIMY RIDGE DAY,"Masting period: From sunrise to sunset on April 9, 2019.",Masting location(s): Peace Tower in Ottawa,Additional details: To mark the national day of remembrance of the Battle of Vimy Ridge.,1554808256586 Avis de mise en berne : JOUR DE LA BATAILLE DE VIMY,"Période de mise en berne : De l'aube au crépuscule, le 9 avril 2019.",Endroit(s) de la mise en berne : tour de la Paix à Ottawa,Détails supplémentaires : Pour souligner la journée nationale de commémoration de la bataille de la crête de Vimy.,2019-04-09,2019-04-09,"[('Période', 1), ('tour de la Paix à Ottawa', 1), ('de Vimy', 1)]"
1555332174715,1555332174715 Notice of half-masting: WORKERS' MOURNING DAY,"Masting period: From sunrise to sunset on Sunday, April 28, 2019.",Masting location(s): The Peace Tower in Ottawa and on all Government of Canada buildings and establishments across Canada.,Additional details: Day of Mourning for Persons Killed or Injured in the Workplace.,1555332174715 Avis de mise en berne : JOUR DE COMPASSION POUR LES TRAVAILLEURS,"Période de mise en berne : De l'aube au crépuscule, le dimanche 28 avril 2019.",Endroit(s) de la mise en berne : La Tour de la Paix à Ottawa et sur tous les édifices et établissements du gouvernement du Canada partout au pays.,Détails supplémentaires : Jour de compassion pour les personnes tuées ou blessées au travail.,2019-04-28,2019-04-28,"[('Période', 1), ('La Tour de la Paix à Ottawa', 1)]"
1555978154048,1555978154048 Notice of half-masting: IN MEMORY OF THE VICTIMS OF THE TRAGIC INCIDENTS IN SRI LANKA,"Masting period: From sunrise to sunset on Tuesday, April 23, 2019.",Masting location(s): The Flag on the Peace Tower.,There are no additional details.,1555978154048 Avis de mise en berne : À LA MÉMOIRE DES VICTIMES DES INCIDENTS TRAGIQUES AU SRI LANKA,"Période de mise en berne : De l’aube jusqu’au crépuscule mardi, 23 avril 2019.",Endroit(s) de la mise en berne : Le drapeau sur la tour de la Paix.,Il n'y a pas de détails supplémentaires.,2019-04-23,2019-04-23,"[('Période', 1), (""Il n'y"", 1)]"
1556129370460,"1556129370460 Updated Notice of half-masting: DEATH OF THE FORMER SENATOR THE HONOURABLE PIERRE DE BANÉ, P.C., Q.C.","Masting period: From sunrise to sunset on Saturday, April 27, 2019",Masting location(s): The flag on the Peace Tower,Additional details: The day of the funeral service of the late Pierre de Bané.,"1556129370460 À jour Avis de mise en berne : DÉCÈS DE L'ANCIEN SÉNATEUR L'HONORABLE PIERRE DE BANÉ, C.P., Q.C.","Période de mise en berne : De l’aube jusqu’au crépuscule samedi, 27 avril 2019.",Endroit(s) de la mise en berne : Le drapeau sur la tour de la Paix.,Détails supplémentaires : Le jour des funérailles de feu Pierre de Bané.,2019-04-27,2019-04-27,"[('Avis de', 1), ('Période', 1), ('Le', 1)]"
1558440078527,1558440078527 Notice of half-masting: Memorial Service for Deceased Parliamentarians.,"Masting period: From 9:00 a.m. to 11:00 a.m. on Monday, June 3, 2019.",Masting location(s): Peace Tower in Ottawa.,There are no additional details.,1558440078527 Avis de mise en berne : Service commémoratif pour les parlementaires décédés.,"Période de mise en berne : Lundi le 3 juin 2019, de 9 h à 11 h.",Endroit(s) de la mise en berne : Tour de la Paix à Ottawa.,Il n'y a pas de détails supplémentaires.,,2019-06-03,"[('Période', 1), ('Tour de la Paix à Ottawa', 1), (""Il n'y"", 1)]"
1558616624190,"1558616624190 Updated Notice of half-masting: DEATH OF FORMER PREMIER OF NEWFOUNDLAND AND LABRADOR, BEATON TULK.","Masting period: From now until sunset on May 26, 2019, the day of the memorial service.",Masting location(s): All Government of Canada buildings and establishments in Newfoundland and Labrador.,There are no additional details.,"1558616624190 À jour Avis de mise en berne : DÉCÈS DE L' ANCIEN PREMIER MINISTRE DE TERRE NEUVE ET DU LABRADOR, BEATON TULK.","Période de mise en berne : Dès maintenant jusqu’au crépuscule le 26 mai 2019, le jour du service commémoratif.",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada à Terre-Neuve et Labrador.,Il n'y a pas de détails supplémentaires.,2019-05-26,2019-05-26,"[('LABRADOR', 1), ('Avis de', 1), ('Période', 1), (""Il n'y"", 1)]"
1559836438813,1559836438813 Notice of half-masting: 75TH ANNIVERSARY OF D-DAY,"Masting period: From sunrise to sunset on June 6, 2019.",Masting location(s): All Government of Canada buildings and establishments in the Yukon Territory.,There are no additional details.,1559836438813 Avis de mise en berne : 75ème ANNIVERSAIRE DU JOUR J,Période de mise en berne : De l’aube jusqu’au crépuscule le 6 juin 2019.,Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans le territoire du Yukon.,Il n'y a pas de détails supplémentaires.,2019-06-06,2019-06-06,"[('Période', 1), (""Il n'y"", 1)]"
1560171584433,1560171584433 Notice of half-masting: NATIONAL DAY OF REMEMBRANCE FOR VICTIMS OF TERRORISM,"Masting period: From sunrise to sunset on Sunday, June 23, 2019.",Masting location(s): The Peace Tower in Ottawa and on all Government of Canada buildings and establishments across the country.,There are no additional details.,1560171584433 Avis de mise en berne : JOURNÉE NATIONALE DU SOUVENIR DES VICTIMES DE TERRORISME,"Période de mise en berne : De l'aube au crépuscule, le dimanche 23 juin 2019.",Endroit(s) de la mise en berne : La Tour de la Paix à Ottawa et sur tous les édifices et établissements du gouvernement du Canada partout au pays.,Il n'y a pas de détails supplémentaires.,2019-06-23,2019-06-23,"[('Période', 1), ('La Tour de la Paix à Ottawa', 1), (""Il n'y"", 1)]"
1561148170949,"1561148170949 Notice of half-masting: Death of the Honourable Mark Warawa, M.P.","Masting period: From now until sunset on the day of the memorial service (July 5, 2019) of the late Mark Warawa.","Masting location(s): All Government of Canada buildings and establishments in Langley - Aldergrove, British-Columbia","Additional details: Additionally, the flag on the Peace Tower will fly at half-mast from sunrise to sunset on the day of the memorial service (July 5, 2019) of the late Mark Warawa. Flags are to be hoisted to full-mast on 01 Jul, 2019, then returned to half-mast.","1561148170949 Avis de mise en berne : Décès de l’honorable Mark Warawa, député",Période de mise en berne : Dès maintenant jusqu’au crépuscule le jour du service commémoratif (5 juillet 2019) de feu Mark Warawa.,"Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la ville de Langley - Aldergrove, Columbie-britannique","Détails supplémentaires : De plus, le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule le jour du service commémoratif (5 juillet 2019), de feu Mark Warawa. Les drapeaux doivent être hissés jusqu'au haut du mât  le 1er juillet 2019, puis remis en berne.",2019-07-05,2019-07-05,"[('Mark Warawa', 4), ('Période', 1), ('la ville de Langley - Aldergrove', 1), ('Columbie', 1)]"
1562090150958,"1562090150958 Updated Notice of half-masting: DEATH OF THE HONOURABLE W. THOMAS MOLLOY, O.C., S.O.M., Q.C.","Masting period: Until sunset on July 13, 2019.",Masting location(s): The flags on all federal buildings and establishments in the province of Saskatchewan.,"Additional details: Additionally, the flag on the Peace Tower will fly at half-mast from sunrise to sunset on July 13, 2019, the day of the commemorative service of the late Honourable W. Thomas Molloy, who passed away on July 2, 2019.","1562090150958 À jour Avis de mise en berne : DÉCÈS DE L' HONOURABLE W. THOMAS MOLLOY, O.C., SOM., C.R.",Période de mise en berne : Jusqu’au crépuscule le 13 juillet 2019.,Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la province de Saskatchewan.,"Détails supplémentaires : De plus, le drapeau sur la tour de la Paix flottera en berne de l’aube jusqu’au crépuscule le 13 juillet 2019, le jour du service commémoratif de feu l’honorable W. Thomas Molloy, décédé le 2 juillet 2019.",2019-07-13,2019-07-13,"[('Honourable W. Thomas Molloy', 1), ('Avis de', 1), ('Période', 1), ('Les', 1), ('W. Thomas Molloy', 1)]"
